Date,Close
5/24/2018 16:00:00,29.5
5/25/2018 16:00:00,30.44
5/29/2018 16:00:00,30.41
5/30/2018 16:00:00,31.71
5/31/2018 16:00:00,32.34
6/1/2018 16:00:00,31.62
6/4/2018 16:00:00,31.67
6/5/2018 16:00:00,32.92
6/6/2018 16:00:00,33.48
6/7/2018 16:00:00,33.43
6/8/2018 16:00:00,33.25
6/11/2018 16:00:00,32.05
6/12/2018 16:00:00,33.22
6/13/2018 16:00:00,32.99
6/14/2018 16:00:00,41.65
6/15/2018 16:00:00,42.54
6/18/2018 16:00:00,43.82
6/19/2018 16:00:00,43.33
6/20/2018 16:00:00,44.21
6/21/2018 16:00:00,43.6
6/22/2018 16:00:00,43.18
6/25/2018 16:00:00,41.75
6/26/2018 16:00:00,41.98
6/27/2018 16:00:00,40.42
6/28/2018 16:00:00,42.24
6/29/2018 16:00:00,42.19
7/2/2018 16:00:00,42.78
7/3/2018 13:00:00,42.58
7/5/2018 16:00:00,43.86
7/6/2018 16:00:00,44.71
7/9/2018 16:00:00,44.51
7/10/2018 16:00:00,43.79
7/11/2018 16:00:00,43.39
7/12/2018 16:00:00,43.24
7/13/2018 16:00:00,43
7/16/2018 16:00:00,42.91
7/17/2018 16:00:00,44.25
7/18/2018 16:00:00,44.44
7/19/2018 16:00:00,43.23
7/20/2018 16:00:00,43.8
7/23/2018 16:00:00,43.23
7/24/2018 16:00:00,41.77
7/25/2018 16:00:00,42.98
7/26/2018 16:00:00,42.61
7/27/2018 16:00:00,41.97
7/30/2018 16:00:00,40.23
7/31/2018 16:00:00,40.86
8/1/2018 16:00:00,41.2
8/2/2018 16:00:00,42.4
8/3/2018 16:00:00,41.54
8/6/2018 16:00:00,42.43
8/7/2018 16:00:00,43.84
8/8/2018 16:00:00,43.12
8/9/2018 16:00:00,43.73
8/10/2018 16:00:00,46.06
8/13/2018 16:00:00,45.19
8/14/2018 16:00:00,46.14
8/15/2018 16:00:00,44.86
8/16/2018 16:00:00,45.63
8/17/2018 16:00:00,46.53
8/20/2018 16:00:00,46.9
8/21/2018 16:00:00,47.57
8/22/2018 16:00:00,47.84
8/23/2018 16:00:00,48.81
8/24/2018 16:00:00,49.04
8/27/2018 16:00:00,48.14
8/28/2018 16:00:00,47.88
8/29/2018 16:00:00,47.76
8/30/2018 16:00:00,48.31
8/31/2018 16:00:00,48.69
9/4/2018 16:00:00,50.66
9/5/2018 16:00:00,47.39
9/6/2018 16:00:00,46.12
9/7/2018 16:00:00,47.14
9/10/2018 16:00:00,47.19
9/11/2018 16:00:00,49.4
9/12/2018 16:00:00,49.17
9/13/2018 16:00:00,50.55
9/14/2018 16:00:00,52.85
9/17/2018 16:00:00,50.1
9/18/2018 16:00:00,51.63
9/19/2018 16:00:00,50.16
9/20/2018 16:00:00,48.75
9/21/2018 16:00:00,47.54
9/24/2018 16:00:00,49.2
9/25/2018 16:00:00,50.44
9/26/2018 16:00:00,50.9
9/27/2018 16:00:00,52.01
9/28/2018 16:00:00,51.38
10/1/2018 16:00:00,49.96
10/2/2018 16:00:00,47.52
10/3/2018 16:00:00,48.14
10/4/2018 16:00:00,46.02
10/5/2018 16:00:00,44.4
10/8/2018 16:00:00,42.99
10/9/2018 16:00:00,42.25
10/10/2018 16:00:00,39.98
10/11/2018 16:00:00,38.99
10/12/2018 16:00:00,41.55
10/15/2018 16:00:00,41.15
10/16/2018 16:00:00,43.41
10/17/2018 16:00:00,43.17
10/18/2018 16:00:00,43.25
10/19/2018 16:00:00,41.49
10/22/2018 16:00:00,43.69
10/23/2018 16:00:00,42.67
10/24/2018 16:00:00,41.81
10/25/2018 16:00:00,43.5
10/26/2018 16:00:00,40.87
10/29/2018 16:00:00,38.97
10/30/2018 16:00:00,41.39
10/31/2018 16:00:00,42.52
11/1/2018 16:00:00,43.46
11/2/2018 16:00:00,42.84
11/5/2018 16:00:00,42.13
11/6/2018 16:00:00,40.43
11/7/2018 16:00:00,50.01
11/8/2018 16:00:00,54.1
11/9/2018 16:00:00,52.01
11/12/2018 16:00:00,50.71
11/13/2018 16:00:00,47.35
11/14/2018 16:00:00,47.71
11/15/2018 16:00:00,48.72
11/16/2018 16:00:00,47.26
11/19/2018 16:00:00,45.45
11/20/2018 16:00:00,43.21
11/21/2018 16:00:00,44.02
11/23/2018 13:00:00,45.27
11/26/2018 16:00:00,48.23
11/27/2018 16:00:00,48.58
11/28/2018 16:00:00,51.38
11/29/2018 16:00:00,52.8
11/30/2018 16:00:00,54.04
12/3/2018 16:00:00,56.61
12/4/2018 16:00:00,54.87
12/6/2018 16:00:00,55.5
12/7/2018 16:00:00,53.92
12/10/2018 16:00:00,55.34
12/11/2018 16:00:00,55.28
12/12/2018 16:00:00,57.43
12/13/2018 16:00:00,55.05
12/14/2018 16:00:00,54.34
12/17/2018 16:00:00,51.17
12/18/2018 16:00:00,51.85
12/19/2018 16:00:00,50.06
12/20/2018 16:00:00,48.26
12/21/2018 16:00:00,43.68
12/24/2018 13:00:00,43.12
12/26/2018 16:00:00,46.9
12/27/2018 16:00:00,47.35
12/28/2018 16:00:00,47.29
12/31/2018 16:00:00,47.57
1/2/2019 16:00:00,47
1/3/2019 16:00:00,46.03
1/4/2019 16:00:00,49.7
1/7/2019 16:00:00,51.57
1/8/2019 16:00:00,53.88
1/9/2019 16:00:00,52.77
1/10/2019 16:00:00,51.34
1/11/2019 16:00:00,52.07
1/14/2019 16:00:00,52.04
1/15/2019 16:00:00,54.33
1/16/2019 16:00:00,54.53
1/17/2019 16:00:00,54.59
1/18/2019 16:00:00,55.83
1/22/2019 16:00:00,53.54
1/23/2019 16:00:00,53.83
1/24/2019 16:00:00,54.34
1/25/2019 16:00:00,55
1/28/2019 16:00:00,54.92
1/29/2019 16:00:00,53.52
1/30/2019 16:00:00,54.19
1/31/2019 16:00:00,54.65
2/1/2019 16:00:00,54.38
2/4/2019 16:00:00,54.74
2/5/2019 16:00:00,55.44
2/6/2019 16:00:00,52.59
2/7/2019 16:00:00,51.53
2/8/2019 16:00:00,53.15
2/11/2019 16:00:00,53.15
2/12/2019 16:00:00,55.83
2/13/2019 16:00:00,55.04
2/14/2019 16:00:00,54.06
2/15/2019 16:00:00,54.66
2/19/2019 16:00:00,55.28
2/20/2019 16:00:00,54.18
2/21/2019 16:00:00,53.03
2/22/2019 16:00:00,56.67
2/25/2019 16:00:00,59.01
2/26/2019 16:00:00,68.65
2/27/2019 16:00:00,71.74
2/28/2019 16:00:00,71.27
3/1/2019 16:00:00,72.77
3/4/2019 16:00:00,68.99
3/5/2019 16:00:00,70.61
3/6/2019 16:00:00,70.04
3/7/2019 16:00:00,67.24
3/8/2019 16:00:00,67.77
3/11/2019 16:00:00,70.66
3/12/2019 16:00:00,71.15
3/13/2019 16:00:00,70.15
3/14/2019 16:00:00,69.91
3/15/2019 16:00:00,69.89
3/18/2019 16:00:00,69.55
3/19/2019 16:00:00,68.5
3/20/2019 16:00:00,68.9
3/21/2019 16:00:00,69.44
3/22/2019 16:00:00,66.02
3/25/2019 16:00:00,67.86
3/26/2019 16:00:00,67.74
3/27/2019 16:00:00,65.51
3/28/2019 16:00:00,67.13
3/29/2019 16:00:00,67.22
4/1/2019 16:00:00,68.16
4/2/2019 16:00:00,69.73
4/3/2019 16:00:00,69.46
4/4/2019 16:00:00,68.3
4/5/2019 16:00:00,68.22
4/8/2019 16:00:00,67.65
4/9/2019 16:00:00,66.69
4/10/2019 16:00:00,68.21
4/11/2019 16:00:00,67.65
4/12/2019 16:00:00,65.38
4/15/2019 16:00:00,66.2
4/16/2019 16:00:00,66.28
4/17/2019 16:00:00,64.25
4/18/2019 16:00:00,63.4
4/22/2019 16:00:00,63.51
4/23/2019 16:00:00,65.22
4/24/2019 16:00:00,66.08
4/25/2019 16:00:00,67.85
4/26/2019 16:00:00,67.71
4/29/2019 16:00:00,69.41
4/30/2019 16:00:00,67.54
5/1/2019 16:00:00,66.79
5/2/2019 16:00:00,68.07
5/3/2019 16:00:00,69.65
5/6/2019 16:00:00,69.03
5/7/2019 16:00:00,66.97
5/8/2019 16:00:00,68.08
5/9/2019 16:00:00,60.76
5/10/2019 16:00:00,61.8
5/13/2019 16:00:00,57.23
5/14/2019 16:00:00,58.82
5/15/2019 16:00:00,61.89
5/16/2019 16:00:00,63.65
5/17/2019 16:00:00,62.78
5/20/2019 16:00:00,63.12
5/21/2019 16:00:00,65.21
5/22/2019 16:00:00,64.01
5/23/2019 16:00:00,63.32
5/24/2019 16:00:00,64.71
5/28/2019 16:00:00,65.03
5/29/2019 16:00:00,62.13
5/30/2019 16:00:00,62.95
5/31/2019 16:00:00,62.31
6/3/2019 16:00:00,61.07
6/4/2019 16:00:00,61.25
6/5/2019 16:00:00,61.49
6/6/2019 16:00:00,61.96
6/7/2019 16:00:00,63.89
6/10/2019 16:00:00,65.31
6/11/2019 16:00:00,67.18
6/12/2019 16:00:00,69.17
6/13/2019 16:00:00,70.05
6/14/2019 16:00:00,67.8
6/17/2019 16:00:00,68.46
6/18/2019 16:00:00,66.95
6/19/2019 16:00:00,68.14
6/20/2019 16:00:00,68.83
6/21/2019 16:00:00,65.78
6/24/2019 16:00:00,63.93
6/25/2019 16:00:00,61.79
6/26/2019 16:00:00,60.36
6/27/2019 16:00:00,62.36
6/28/2019 16:00:00,61.37
7/1/2019 16:00:00,62.06
7/2/2019 16:00:00,62.64
7/3/2019 13:00:00,64.28
7/5/2019 16:00:00,63.38
7/8/2019 16:00:00,64.01
7/9/2019 16:00:00,66.86
7/10/2019 16:00:00,66.45
7/11/2019 16:00:00,64.99
7/12/2019 16:00:00,64.6
7/15/2019 16:00:00,65.55
7/16/2019 16:00:00,64.21
7/17/2019 16:00:00,63.42
7/18/2019 16:00:00,65.2
7/19/2019 16:00:00,65.85
7/22/2019 16:00:00,68.53
7/23/2019 16:00:00,67.82
7/24/2019 16:00:00,68.05
7/25/2019 16:00:00,68.73
7/26/2019 16:00:00,70.86
7/29/2019 16:00:00,69.12
7/30/2019 16:00:00,68
7/31/2019 16:00:00,67.02
8/1/2019 16:00:00,68.14
8/2/2019 16:00:00,59.71
8/5/2019 16:00:00,53.94
8/6/2019 16:00:00,55.39
8/7/2019 16:00:00,56.06
8/8/2019 16:00:00,58.04
8/9/2019 16:00:00,56.43
8/12/2019 16:00:00,54.97
8/13/2019 16:00:00,55.74
8/14/2019 16:00:00,52.84
8/15/2019 16:00:00,51.71
8/16/2019 16:00:00,52.61
8/19/2019 16:00:00,52.41
8/20/2019 16:00:00,52.89
8/21/2019 16:00:00,54.25
8/22/2019 16:00:00,55.38
8/23/2019 16:00:00,54.09
8/26/2019 16:00:00,53.58
8/27/2019 16:00:00,53.41
8/28/2019 16:00:00,54.34
8/29/2019 16:00:00,54.4
